"LANG","syn_index","cov_index","type"
"fl4877",0,4,"Haspel-ok"
"fl4878",2,4,"Haspel-ok"
"fl4879",3,5,"Haspel-ok"
"fl488",16,6,"Haspel-ok"
"fl4880",3,5,"Haspel-ok"
"fl4881",18,6,"Haspel-ok"
"fl4882",2,2,"Haspel-ok"
"fl4883",1,3,"Haspel-ok"
"fl4884",15,5,"Haspel-ok"
"fl4885",3,5,"Haspel-ok"
"fl4886",2,3,"Haspel-ok"
"fl4887",5,5,"Haspel-ok"
"fl4888",0,5,"Haspel-ok"
"fl4889",8,5,"Haspel-ok"
"fl489",1,4,"Haspel-ok"
"fl4890",4,6,"Haspel-ok"
"fl4891",6,6,"Haspel-ok"
"fl4892",14,6,"Haspel-ok"
"fl4893",5,6,"Haspel-ok"
"fl4894",5,4,"Haspel-ok"
"fl4895",4,5,"Haspel-ok"
"fl4896",0,2,"Haspel-ok"
"fl4897",4,6,"Haspel-ok"
"fl4898",0,2,"Haspel-ok"
"fl4899",8,6,"Haspel-ok"
"fl49",13,6,"Haspel-ok"
"fl490",2,4,"Haspel-ok"
"fl4900",11,5,"Haspel-ok"
"fl4901",3,4,"Haspel-ok"
"fl4902",0,3,"Haspel-ok"
"fl4903",2,6,"Haspel-ok"
"fl4904",1,3,"Haspel-ok"
"fl4905",3,2,"Haspel-ok"
"fl4906",14,6,"Haspel-ok"
"fl4907",6,6,"Haspel-ok"
"fl4908",7,6,"Haspel-ok"
"fl4909",4,3,"Haspel-ok"
"fl491",7,5,"Haspel-ok"
"fl4910",2,4,"Haspel-ok"
"fl4911",4,6,"Haspel-ok"
"fl4912",6,5,"Haspel-ok"
"fl4913",1,3,"Haspel-ok"
"fl4914",5,4,"Haspel-ok"
"fl4915",6,5,"Haspel-ok"
"fl4916",6,6,"Haspel-ok"
"fl4917",11,6,"Haspel-ok"
"fl4918",0,3,"Haspel-ok"
"fl4919",1,6,"Haspel-ok"
"fl492",0,4,"Haspel-ok"
"fl4920",0,4,"Haspel-ok"
"fl4921",9,5,"Haspel-ok"
"fl4922",0,2,"Haspel-ok"
"fl4923",6,5,"Haspel-ok"
"fl4924",9,4,"Haspel-ok"
"fl4925",0,3,"Haspel-ok"
"fl4926",2,5,"Haspel-ok"
"fl4927",5,4,"Haspel-ok"
"fl4928",11,6,"Haspel-ok"
"fl4929",12,6,"Haspel-ok"
"fl493",8,6,"Haspel-ok"
"fl4930",7,6,"Haspel-ok"
"fl4931",0,5,"Haspel-ok"
"fl4932",5,4,"Haspel-ok"
"fl4933",2,5,"Haspel-ok"
"fl4934",10,6,"Haspel-ok"
"fl4935",10,6,"Haspel-ok"
"fl4936",12,5,"Haspel-ok"
"fl4937",0,2,"Haspel-ok"
"fl4938",1,4,"Haspel-ok"
"fl4939",8,6,"Haspel-ok"
"fl494",0,2,"Haspel-ok"
"fl4940",3,6,"Haspel-ok"
"fl4941",11,6,"Haspel-ok"
"fl4942",0,3,"Haspel-ok"
"fl4943",7,6,"Haspel-ok"
"fl4944",0,5,"Haspel-ok"
"fl4945",8,5,"Haspel-ok"
"fl4946",6,4,"Haspel-ok"
"fl4947",10,5,"Haspel-ok"
"fl4948",4,4,"Haspel-ok"
"fl4949",9,6,"Haspel-ok"
"fl495",4,6,"Haspel-ok"
"fl4950",14,6,"Haspel-ok"
"fl4951",9,6,"Haspel-ok"
"fl4952",9,5,"Haspel-ok"
"fl4953",13,5,"Haspel-ok"
"fl4954",4,6,"Haspel-ok"
"fl4955",11,6,"Haspel-ok"
"fl4956",0,4,"Haspel-ok"
"fl4957",5,4,"Haspel-ok"
"fl4958",4,5,"Haspel-ok"
"fl4959",15,6,"Haspel-ok"
"fl496",0,2,"Haspel-ok"
"fl4960",10,6,"Haspel-ok"
"fl4961",5,6,"Haspel-ok"
"fl4962",2,3,"Haspel-ok"
"fl4963",6,4,"Haspel-ok"
"fl4964",1,3,"Haspel-ok"
"fl4965",11,5,"Haspel-ok"
"fl4966",3,4,"Haspel-ok"
"fl4967",14,5,"Haspel-ok"
"fl4968",2,6,"Haspel-ok"
"fl4969",9,5,"Haspel-ok"
"fl497",6,6,"Haspel-ok"
"fl4970",9,5,"Haspel-ok"
"fl4971",13,5,"Haspel-ok"
"fl4972",7,6,"Haspel-ok"
"fl4973",10,5,"Haspel-ok"
"fl4974",9,5,"Haspel-ok"
"fl4975",0,2,"Haspel-ok"
"fl4976",9,6,"Haspel-ok"
"fl4977",5,6,"Haspel-ok"
"fl4978",9,4,"Haspel-ok"
"fl4979",11,6,"Haspel-ok"
"fl498",0,3,"Haspel-ok"
"fl4980",13,6,"Haspel-ok"
"fl4981",0,4,"Haspel-ok"
"fl4982",15,6,"Haspel-ok"
"fl4983",2,4,"Haspel-ok"
"fl4984",4,5,"Haspel-ok"
"fl4985",10,5,"Haspel-ok"
"fl4986",0,2,"Haspel-ok"
"fl4987",12,6,"Haspel-ok"
"fl4988",11,5,"Haspel-ok"
"fl4989",0,2,"Haspel-ok"
"fl499",3,5,"Haspel-ok"
"fl4990",10,6,"Haspel-ok"
"fl4991",0,4,"Haspel-ok"
"fl4992",15,6,"Haspel-ok"
"fl4993",6,4,"Haspel-ok"
"fl4994",11,5,"Haspel-ok"
"fl4995",4,4,"Haspel-ok"
"fl4996",0,3,"Haspel-ok"
"fl4997",13,6,"Haspel-ok"
"fl4998",5,5,"Haspel-ok"
"fl4999",0,3,"Haspel-ok"
"fl5",13,5,"Haspel-ok"
"fl50",4,4,"Haspel-ok"
"fl500",7,5,"Haspel-ok"
"fl5000",1,5,"Haspel-ok"
"fl501",1,4,"Haspel-ok"
"fl502",0,4,"Haspel-ok"
"fl503",13,4,"Haspel-ok"
"fl504",5,5,"Haspel-ok"
"fl505",1,2,"Haspel-ok"
"fl506",5,5,"Haspel-ok"
"fl507",0,3,"Haspel-ok"
"fl508",8,6,"Haspel-ok"
"fl509",5,6,"Haspel-ok"
"fl51",6,6,"Haspel-ok"
"fl510",13,5,"Haspel-ok"
"fl511",7,5,"Haspel-ok"
"fl512",14,6,"Haspel-ok"
"fl513",7,6,"Haspel-ok"
"fl514",12,6,"Haspel-ok"
"fl515",4,4,"Haspel-ok"
"fl516",0,1,"Haspel-ok"
"fl517",9,5,"Haspel-ok"
"fl518",11,5,"Haspel-ok"
"fl519",2,4,"Haspel-ok"
"fl52",12,5,"Haspel-ok"
"fl520",9,6,"Haspel-ok"
"fl521",5,4,"Haspel-ok"
"fl522",0,2,"Haspel-ok"
"fl523",5,6,"Haspel-ok"
"fl524",7,6,"Haspel-ok"
"fl525",9,6,"Haspel-ok"
"fl526",13,4,"Haspel-ok"
"fl527",1,4,"Haspel-ok"
"fl528",3,5,"Haspel-ok"
"fl529",0,3,"Haspel-ok"
"fl53",0,3,"Haspel-ok"
"fl530",2,4,"Haspel-ok"
"fl531",7,5,"Haspel-ok"
"fl532",13,5,"Haspel-ok"
"fl533",6,5,"Haspel-ok"
"fl534",9,5,"Haspel-ok"
"fl535",4,6,"Haspel-ok"
"fl536",9,6,"Haspel-ok"
"fl537",3,6,"Haspel-ok"
"fl538",1,3,"Haspel-ok"
"fl539",8,5,"Haspel-ok"
"fl54",4,4,"Haspel-ok"
"fl540",4,4,"Haspel-ok"
"fl541",10,5,"Haspel-ok"
"fl542",8,4,"Haspel-ok"
"fl543",11,6,"Haspel-ok"
"fl544",10,6,"Haspel-ok"
"fl545",16,6,"Haspel-ok"
"fl546",10,5,"Haspel-ok"
"fl547",6,5,"Haspel-ok"
"fl548",7,5,"Haspel-ok"
"fl549",0,2,"Haspel-ok"
"fl55",16,5,"Haspel-ok"
"fl550",2,4,"Haspel-ok"
"fl551",7,4,"Haspel-ok"
"fl552",0,1,"Haspel-ok"
"fl553",11,6,"Haspel-ok"
"fl554",12,6,"Haspel-ok"
"fl555",1,2,"Haspel-ok"
"fl556",1,3,"Haspel-ok"
"fl557",0,4,"Haspel-ok"
"fl558",0,2,"Haspel-ok"
"fl559",16,6,"Haspel-ok"
"fl56",4,6,"Haspel-ok"
"fl560",2,5,"Haspel-ok"
"fl561",7,5,"Haspel-ok"
"fl562",3,6,"Haspel-ok"
"fl563",10,6,"Haspel-ok"
"fl564",15,5,"Haspel-ok"
"fl565",8,6,"Haspel-ok"
"fl566",3,4,"Haspel-ok"
"fl567",12,6,"Haspel-ok"
"fl568",8,5,"Haspel-ok"
"fl569",5,5,"Haspel-ok"
"fl57",13,6,"Haspel-ok"
"fl570",3,3,"Haspel-ok"
"fl571",6,4,"Haspel-ok"
"fl572",8,4,"Haspel-ok"
"fl573",3,5,"Haspel-ok"
"fl574",2,3,"Haspel-ok"
"fl575",2,5,"Haspel-ok"
"fl576",9,6,"Haspel-ok"
"fl577",10,5,"Haspel-ok"
"fl578",11,6,"Haspel-ok"
"fl579",1,2,"Haspel-ok"
"fl58",1,4,"Haspel-ok"
"fl580",9,5,"Haspel-ok"
"fl581",11,6,"Haspel-ok"
"fl582",3,5,"Haspel-ok"
"fl583",12,5,"Haspel-ok"
"fl584",0,4,"Haspel-ok"
"fl585",3,6,"Haspel-ok"
"fl586",5,5,"Haspel-ok"
"fl587",6,5,"Haspel-ok"
"fl588",2,4,"Haspel-ok"
"fl589",4,4,"Haspel-ok"
"fl59",0,3,"Haspel-ok"
"fl590",13,6,"Haspel-ok"
"fl591",17,6,"Haspel-ok"
"fl592",10,5,"Haspel-ok"
"fl593",12,5,"Haspel-ok"
"fl594",3,5,"Haspel-ok"
"fl595",13,5,"Haspel-ok"
"fl596",2,5,"Haspel-ok"
"fl597",2,4,"Haspel-ok"
"fl598",8,6,"Haspel-ok"
"fl599",15,6,"Haspel-ok"
"fl6",1,4,"Haspel-ok"
"fl60",5,5,"Haspel-ok"
"fl600",5,4,"Haspel-ok"
"fl601",0,2,"Haspel-ok"
"fl602",5,6,"Haspel-ok"
"fl603",4,5,"Haspel-ok"
"fl604",1,4,"Haspel-ok"
"fl605",0,3,"Haspel-ok"
"fl606",14,5,"Haspel-ok"
"fl607",8,5,"Haspel-ok"
"fl608",6,5,"Haspel-ok"
"fl609",2,6,"Haspel-ok"
"fl61",11,5,"Haspel-ok"
"fl610",7,5,"Haspel-ok"
"fl611",12,6,"Haspel-ok"
"fl612",6,5,"Haspel-ok"
"fl613",14,5,"Haspel-ok"
"fl614",2,4,"Haspel-ok"
"fl615",4,4,"Haspel-ok"
"fl616",0,2,"Haspel-ok"
"fl617",0,2,"Haspel-ok"
"fl618",0,3,"Haspel-ok"
"fl619",2,4,"Haspel-ok"
"fl62",0,4,"Haspel-ok"
"fl620",0,5,"Haspel-ok"
"fl621",2,3,"Haspel-ok"
"fl622",10,5,"Haspel-ok"
"fl623",1,5,"Haspel-ok"
"fl624",0,1,"Haspel-ok"
"fl625",5,5,"Haspel-ok"
"fl626",0,2,"Haspel-ok"
"fl627",6,4,"Haspel-ok"
"fl628",14,5,"Haspel-ok"
"fl629",0,4,"Haspel-ok"
"fl63",7,6,"Haspel-ok"
"fl630",0,4,"Haspel-ok"
"fl631",5,5,"Haspel-ok"
"fl632",0,4,"Haspel-ok"
"fl633",13,4,"Haspel-ok"
"fl634",0,3,"Haspel-ok"
"fl635",11,6,"Haspel-ok"
"fl636",15,6,"Haspel-ok"
"fl637",8,6,"Haspel-ok"
"fl638",13,6,"Haspel-ok"
"fl639",10,5,"Haspel-ok"
"fl64",14,6,"Haspel-ok"
"fl640",12,5,"Haspel-ok"
"fl641",10,6,"Haspel-ok"
"fl642",2,5,"Haspel-ok"
"fl643",1,4,"Haspel-ok"
"fl644",1,4,"Haspel-ok"
"fl645",5,4,"Haspel-ok"
"fl646",13,5,"Haspel-ok"
"fl647",4,6,"Haspel-ok"
"fl648",2,5,"Haspel-ok"
"fl649",9,5,"Haspel-ok"
"fl65",0,4,"Haspel-ok"
"fl650",5,4,"Haspel-ok"
"fl651",12,5,"Haspel-ok"
"fl652",11,6,"Haspel-ok"
"fl653",0,2,"Haspel-ok"
"fl654",12,5,"Haspel-ok"
"fl655",11,5,"Haspel-ok"
"fl656",3,4,"Haspel-ok"
"fl657",4,5,"Haspel-ok"
"fl658",0,1,"Haspel-ok"
"fl659",8,5,"Haspel-ok"
"fl66",4,6,"Haspel-ok"
"fl660",6,5,"Haspel-ok"
"fl661",3,4,"Haspel-ok"
"fl662",0,4,"Haspel-ok"
"fl663",12,5,"Haspel-ok"
"fl664",3,5,"Haspel-ok"
"fl665",0,3,"Haspel-ok"
"fl666",0,3,"Haspel-ok"
"fl667",1,4,"Haspel-ok"
"fl668",11,5,"Haspel-ok"
"fl669",3,4,"Haspel-ok"
"fl67",3,4,"Haspel-ok"
"fl670",0,4,"Haspel-ok"
"fl671",13,5,"Haspel-ok"
"fl672",2,4,"Haspel-ok"
"fl673",1,5,"Haspel-ok"
"fl674",10,6,"Haspel-ok"
"fl675",3,5,"Haspel-ok"
"fl676",9,5,"Haspel-ok"
"fl677",0,3,"Haspel-ok"
"fl678",14,6,"Haspel-ok"
"fl679",2,5,"Haspel-ok"
"fl68",9,5,"Haspel-ok"
"fl680",0,1,"Haspel-ok"
"fl681",1,5,"Haspel-ok"
"fl682",0,3,"Haspel-ok"
"fl683",1,3,"Haspel-ok"
"fl684",0,2,"Haspel-ok"
"fl685",6,5,"Haspel-ok"
"fl686",8,5,"Haspel-ok"
"fl687",2,4,"Haspel-ok"
"fl688",0,3,"Haspel-ok"
"fl689",8,6,"Haspel-ok"
"fl69",13,4,"Haspel-ok"
"fl690",0,2,"Haspel-ok"
"fl691",13,6,"Haspel-ok"
"fl692",0,3,"Haspel-ok"
"fl693",12,5,"Haspel-ok"
"fl694",1,1,"Haspel-ok"
"fl695",5,5,"Haspel-ok"
"fl696",16,5,"Haspel-ok"
"fl697",15,5,"Haspel-ok"
"fl698",8,6,"Haspel-ok"
"fl699",8,6,"Haspel-ok"
"fl7",6,5,"Haspel-ok"
"fl70",1,4,"Haspel-ok"
"fl700",4,5,"Haspel-ok"
"fl701",11,6,"Haspel-ok"
"fl702",5,5,"Haspel-ok"
"fl703",5,6,"Haspel-ok"
"fl704",7,6,"Haspel-ok"
"fl705",0,2,"Haspel-ok"
"fl706",12,6,"Haspel-ok"
"fl707",10,6,"Haspel-ok"
"fl708",10,4,"Haspel-ok"
"fl709",14,6,"Haspel-ok"
"fl71",13,6,"Haspel-ok"
"fl710",8,6,"Haspel-ok"
"fl711",5,4,"Haspel-ok"
"fl712",0,1,"Haspel-ok"
"fl713",1,3,"Haspel-ok"
"fl714",1,4,"Haspel-ok"
"fl715",7,6,"Haspel-ok"
"fl716",8,5,"Haspel-ok"
"fl717",4,5,"Haspel-ok"
"fl718",8,6,"Haspel-ok"
"fl719",12,5,"Haspel-ok"
"fl72",0,2,"Haspel-ok"
"fl720",6,5,"Haspel-ok"
"fl721",11,5,"Haspel-ok"
"fl722",9,5,"Haspel-ok"
"fl723",16,6,"Haspel-ok"
"fl724",4,6,"Haspel-ok"
"fl725",4,5,"Haspel-ok"
"fl726",1,3,"Haspel-ok"
"fl727",0,3,"Haspel-ok"
"fl728",1,3,"Haspel-ok"
"fl729",4,4,"Haspel-ok"
"fl73",12,5,"Haspel-ok"
"fl730",12,6,"Haspel-ok"
"fl731",0,1,"Haspel-ok"
"fl732",6,4,"Haspel-ok"
"fl733",3,6,"Haspel-ok"
"fl734",20,5,"Haspel-ok"
"fl735",9,6,"Haspel-ok"
"fl736",3,4,"Haspel-ok"
"fl737",15,6,"Haspel-ok"
"fl738",0,4,"Haspel-ok"
"fl739",10,6,"Haspel-ok"
"fl74",0,2,"Haspel-ok"
"fl740",0,4,"Haspel-ok"
"fl741",6,6,"Haspel-ok"
"fl742",0,2,"Haspel-ok"
"fl743",3,5,"Haspel-ok"
"fl744",11,5,"Haspel-ok"
"fl745",3,5,"Haspel-ok"
"fl746",0,4,"Haspel-ok"
"fl747",8,5,"Haspel-ok"
"fl748",2,4,"Haspel-ok"
"fl749",5,6,"Haspel-ok"
"fl75",6,5,"Haspel-ok"
"fl750",3,4,"Haspel-ok"
"fl751",0,1,"Haspel-ok"
"fl752",8,6,"Haspel-ok"
"fl753",2,4,"Haspel-ok"
"fl754",0,2,"Haspel-ok"
"fl755",8,6,"Haspel-ok"
"fl756",4,5,"Haspel-ok"
"fl757",0,3,"Haspel-ok"
"fl758",13,4,"Haspel-ok"
"fl759",1,4,"Haspel-ok"
"fl76",12,5,"Haspel-ok"
"fl760",4,6,"Haspel-ok"
"fl761",3,4,"Haspel-ok"
"fl762",4,4,"Haspel-ok"
"fl763",6,4,"Haspel-ok"
"fl764",13,6,"Haspel-ok"
"fl765",7,5,"Haspel-ok"
"fl766",2,5,"Haspel-ok"
"fl767",6,3,"Haspel-ok"
"fl768",8,6,"Haspel-ok"
"fl769",0,3,"Haspel-ok"
"fl77",0,4,"Haspel-ok"
"fl770",9,5,"Haspel-ok"
"fl771",0,3,"Haspel-ok"
"fl772",2,5,"Haspel-ok"
"fl773",5,5,"Haspel-ok"
"fl774",1,3,"Haspel-ok"
"fl775",0,3,"Haspel-ok"
"fl776",2,3,"Haspel-ok"
"fl777",1,5,"Haspel-ok"
"fl778",10,6,"Haspel-ok"
"fl779",9,6,"Haspel-ok"
"fl78",0,1,"Haspel-ok"
"fl780",1,6,"Haspel-ok"
"fl781",7,5,"Haspel-ok"
"fl782",12,5,"Haspel-ok"
"fl783",2,2,"Haspel-ok"
"fl784",1,4,"Haspel-ok"
"fl785",8,6,"Haspel-ok"
"fl786",10,5,"Haspel-ok"
"fl787",14,6,"Haspel-ok"
"fl788",10,6,"Haspel-ok"
"fl789",2,2,"Haspel-ok"
"fl79",4,4,"Haspel-ok"
"fl790",3,6,"Haspel-ok"
"fl791",12,6,"Haspel-ok"
"fl792",6,5,"Haspel-ok"
"fl793",6,6,"Haspel-ok"
"fl794",13,5,"Haspel-ok"
"fl795",8,6,"Haspel-ok"
"fl796",14,5,"Haspel-ok"
"fl797",13,6,"Haspel-ok"
"fl798",12,5,"Haspel-ok"
"fl799",0,3,"Haspel-ok"
"fl8",9,6,"Haspel-ok"
"fl80",10,5,"Haspel-ok"
"fl800",0,3,"Haspel-ok"
"fl801",17,6,"Haspel-ok"
"fl802",0,2,"Haspel-ok"
"fl803",0,4,"Haspel-ok"
"fl804",8,6,"Haspel-ok"
"fl805",11,6,"Haspel-ok"
"fl806",14,5,"Haspel-ok"
"fl807",12,6,"Haspel-ok"
"fl808",0,1,"Haspel-ok"
"fl809",0,2,"Haspel-ok"
"fl81",4,6,"Haspel-ok"
"fl810",0,1,"Haspel-ok"
"fl811",3,5,"Haspel-ok"
"fl812",0,3,"Haspel-ok"
"fl813",2,3,"Haspel-ok"
"fl814",0,3,"Haspel-ok"
"fl815",8,6,"Haspel-ok"
"fl816",4,5,"Haspel-ok"
"fl817",0,2,"Haspel-ok"
"fl818",1,5,"Haspel-ok"
"fl819",2,3,"Haspel-ok"
"fl82",11,6,"Haspel-ok"
"fl820",14,6,"Haspel-ok"
"fl821",2,6,"Haspel-ok"
"fl822",5,5,"Haspel-ok"
"fl823",9,6,"Haspel-ok"
"fl824",9,5,"Haspel-ok"
"fl825",1,3,"Haspel-ok"
"fl826",1,6,"Haspel-ok"
"fl827",5,5,"Haspel-ok"
"fl828",0,1,"Haspel-ok"
"fl829",0,2,"Haspel-ok"
"fl83",3,5,"Haspel-ok"
"fl830",0,4,"Haspel-ok"
"fl831",9,5,"Haspel-ok"
"fl832",11,5,"Haspel-ok"
"fl833",0,2,"Haspel-ok"
"fl834",0,4,"Haspel-ok"
"fl835",12,5,"Haspel-ok"
"fl836",17,5,"Haspel-ok"
"fl837",4,5,"Haspel-ok"
"fl838",8,6,"Haspel-ok"
"fl839",0,4,"Haspel-ok"
"fl84",0,3,"Haspel-ok"
"fl840",6,3,"Haspel-ok"
"fl841",7,5,"Haspel-ok"
"fl842",0,3,"Haspel-ok"
"fl843",8,6,"Haspel-ok"
"fl844",6,6,"Haspel-ok"
"fl845",2,4,"Haspel-ok"
"fl846",6,5,"Haspel-ok"
"fl847",3,4,"Haspel-ok"
"fl848",0,3,"Haspel-ok"
"fl849",0,4,"Haspel-ok"
"fl85",0,4,"Haspel-ok"
"fl850",3,6,"Haspel-ok"
"fl851",7,6,"Haspel-ok"
"fl852",1,2,"Haspel-ok"
"fl853",14,5,"Haspel-ok"
"fl854",13,6,"Haspel-ok"
"fl855",0,3,"Haspel-ok"
"fl856",3,5,"Haspel-ok"
"fl857",0,2,"Haspel-ok"
"fl858",0,3,"Haspel-ok"
"fl859",8,4,"Haspel-ok"
"fl86",13,6,"Haspel-ok"
"fl860",5,6,"Haspel-ok"
"fl861",12,6,"Haspel-ok"
"fl862",9,4,"Haspel-ok"
"fl863",8,5,"Haspel-ok"
"fl864",8,5,"Haspel-ok"
"fl865",10,5,"Haspel-ok"
"fl866",0,3,"Haspel-ok"
"fl867",2,3,"Haspel-ok"
"fl868",6,5,"Haspel-ok"
"fl869",2,4,"Haspel-ok"
"fl87",15,6,"Haspel-ok"
"fl870",10,6,"Haspel-ok"
"fl871",5,6,"Haspel-ok"
"fl872",1,5,"Haspel-ok"
"fl873",14,6,"Haspel-ok"
"fl874",6,5,"Haspel-ok"
"fl875",0,3,"Haspel-ok"
"fl876",18,5,"Haspel-ok"
"fl877",3,6,"Haspel-ok"
"fl878",7,5,"Haspel-ok"
"fl879",11,5,"Haspel-ok"
"fl88",12,6,"Haspel-ok"
"fl880",5,5,"Haspel-ok"
"fl881",4,5,"Haspel-ok"
"fl882",9,6,"Haspel-ok"
"fl883",10,6,"Haspel-ok"
"fl884",1,4,"Haspel-ok"
"fl885",15,5,"Haspel-ok"
"fl886",11,6,"Haspel-ok"
"fl887",8,5,"Haspel-ok"
"fl888",6,6,"Haspel-ok"
"fl889",14,6,"Haspel-ok"
"fl89",8,5,"Haspel-ok"
"fl890",0,4,"Haspel-ok"
"fl891",0,3,"Haspel-ok"
"fl892",2,3,"Haspel-ok"
"fl893",2,3,"Haspel-ok"
"fl894",2,4,"Haspel-ok"
"fl895",1,6,"Haspel-ok"
"fl896",6,6,"Haspel-ok"
"fl897",0,2,"Haspel-ok"
"fl898",2,3,"Haspel-ok"
"fl899",14,5,"Haspel-ok"
"fl9",6,5,"Haspel-ok"
"fl90",13,6,"Haspel-ok"
"fl900",4,4,"Haspel-ok"
"fl901",12,6,"Haspel-ok"
"fl902",13,6,"Haspel-ok"
"fl903",16,6,"Haspel-ok"
"fl904",6,5,"Haspel-ok"
"fl905",9,6,"Haspel-ok"
"fl906",5,4,"Haspel-ok"
"fl907",9,6,"Haspel-ok"
"fl908",8,4,"Haspel-ok"
"fl909",3,6,"Haspel-ok"
"fl91",11,4,"Haspel-ok"
"fl910",10,5,"Haspel-ok"
"fl911",19,5,"Haspel-ok"
"fl912",1,4,"Haspel-ok"
"fl913",0,2,"Haspel-ok"
"fl914",11,6,"Haspel-ok"
"fl915",6,5,"Haspel-ok"
"fl916",15,5,"Haspel-ok"
"fl917",2,4,"Haspel-ok"
"fl918",2,4,"Haspel-ok"
"fl919",13,5,"Haspel-ok"
"fl92",3,6,"Haspel-ok"
"fl920",3,4,"Haspel-ok"
"fl921",1,5,"Haspel-ok"
"fl922",10,6,"Haspel-ok"
"fl923",16,5,"Haspel-ok"
"fl924",4,6,"Haspel-ok"
"fl925",7,5,"Haspel-ok"
"fl926",10,6,"Haspel-ok"
"fl927",7,6,"Haspel-ok"
"fl928",8,6,"Haspel-ok"
"fl929",8,6,"Haspel-ok"
"fl93",13,6,"Haspel-ok"
"fl930",0,1,"Haspel-ok"
"fl931",15,5,"Haspel-ok"
"fl932",10,6,"Haspel-ok"
"fl933",6,5,"Haspel-ok"
"fl934",2,5,"Haspel-ok"
"fl935",7,5,"Haspel-ok"
"fl936",8,6,"Haspel-ok"
"fl937",1,4,"Haspel-ok"
"fl938",3,3,"Haspel-ok"
"fl939",15,6,"Haspel-ok"
"fl94",13,6,"Haspel-ok"
"fl940",9,5,"Haspel-ok"
"fl941",4,4,"Haspel-ok"
"fl942",2,4,"Haspel-ok"
"fl943",8,6,"Haspel-ok"
"fl944",0,1,"Haspel-ok"
"fl945",6,6,"Haspel-ok"
"fl946",6,6,"Haspel-ok"
"fl947",1,4,"Haspel-ok"
"fl948",10,6,"Haspel-ok"
"fl949",9,6,"Haspel-ok"
"fl95",12,5,"Haspel-ok"
"fl950",11,6,"Haspel-ok"
"fl951",1,4,"Haspel-ok"
"fl952",12,5,"Haspel-ok"
"fl953",16,6,"Haspel-ok"
"fl954",0,4,"Haspel-ok"
"fl955",13,6,"Haspel-ok"
"fl956",2,4,"Haspel-ok"
"fl957",0,3,"Haspel-ok"
"fl958",4,5,"Haspel-ok"
"fl959",1,3,"Haspel-ok"
"fl96",4,6,"Haspel-ok"
"fl960",8,6,"Haspel-ok"
"fl961",1,3,"Haspel-ok"
"fl962",10,6,"Haspel-ok"
"fl963",0,3,"Haspel-ok"
"fl964",0,2,"Haspel-ok"
"fl965",10,5,"Haspel-ok"
"fl966",4,5,"Haspel-ok"
"fl967",5,5,"Haspel-ok"
"fl968",0,4,"Haspel-ok"
"fl969",2,2,"Haspel-ok"
"fl97",0,3,"Haspel-ok"
"fl970",15,5,"Haspel-ok"
"fl971",4,5,"Haspel-ok"
"fl972",0,4,"Haspel-ok"
"fl973",0,2,"Haspel-ok"
"fl974",2,2,"Haspel-ok"
"fl975",11,5,"Haspel-ok"
"fl976",3,5,"Haspel-ok"
"fl977",0,1,"Haspel-ok"
"fl978",6,4,"Haspel-ok"
"fl979",10,6,"Haspel-ok"
"fl98",8,5,"Haspel-ok"
"fl980",0,4,"Haspel-ok"
"fl981",4,5,"Haspel-ok"
"fl982",8,5,"Haspel-ok"
"fl983",7,6,"Haspel-ok"
"fl984",15,6,"Haspel-ok"
"fl985",3,2,"Haspel-ok"
"fl986",1,5,"Haspel-ok"
"fl987",6,5,"Haspel-ok"
"fl988",10,6,"Haspel-ok"
"fl989",3,4,"Haspel-ok"
"fl99",0,5,"Haspel-ok"
"fl990",8,5,"Haspel-ok"
"fl991",4,5,"Haspel-ok"
"fl992",9,6,"Haspel-ok"
"fl993",0,2,"Haspel-ok"
"fl994",6,6,"Haspel-ok"
"fl995",8,6,"Haspel-ok"
"fl996",6,5,"Haspel-ok"
"fl997",5,4,"Haspel-ok"
"fl998",0,2,"Haspel-ok"
"fl999",12,6,"Haspel-ok"
"fl5001",4,5,"Not Haspel-ok"
"fl5002",8,5,"Not Haspel-ok"
"fl5003",9,6,"Not Haspel-ok"
"fl5004",7,6,"Not Haspel-ok"
"fl5005",1,4,"Not Haspel-ok"
"fl5006",2,5,"Not Haspel-ok"
"fl5007",13,6,"Not Haspel-ok"
"fl5008",11,6,"Not Haspel-ok"
"fl5009",13,6,"Not Haspel-ok"
"fl5010",16,6,"Not Haspel-ok"
"fl5011",15,6,"Not Haspel-ok"
"fl5012",14,6,"Not Haspel-ok"
"fl5013",15,6,"Not Haspel-ok"
"fl5014",18,6,"Not Haspel-ok"
"fl5015",15,6,"Not Haspel-ok"
"fl5016",3,4,"Not Haspel-ok"
"fl5017",0,3,"Not Haspel-ok"
"fl5018",1,5,"Not Haspel-ok"
"fl5019",19,6,"Not Haspel-ok"
"fl5020",1,4,"Not Haspel-ok"
"fl5021",16,6,"Not Haspel-ok"
"fl5022",3,6,"Not Haspel-ok"
"fl5023",0,5,"Not Haspel-ok"
"fl5024",12,6,"Not Haspel-ok"
"fl5025",6,6,"Not Haspel-ok"
"fl5026",11,6,"Not Haspel-ok"
"fl5030",1,3,"Not Haspel-ok"
"fl5031",8,6,"Not Haspel-ok"
"fl5033",10,5,"Not Haspel-ok"
"fl5034",15,6,"Not Haspel-ok"
"fl5035",0,4,"Not Haspel-ok"
"fl5036",0,5,"Not Haspel-ok"
